Id,Label,username,max_buzzer_prob,mean_buzzer_prob,n_tweets,n_buzzer_tweets,content_dup_score_max,temporal_burst_score_max,sna_out_deg_max,sna_in_deg_max,posting_freq_per_hour_max,binary_label_gephi
RRDelusi,RRDelusi,RRDelusi,0.0,0.0,0,0,,,,,,Non-Buzzer
rayrestufauzi,rayrestufauzi,rayrestufauzi,0.0,0.0,0,0,,,,,,Non-Buzzer
virtualballers,virtualballers,virtualballers,0.0,0.0,0,0,,,,,,Non-Buzzer
kemkomdigi,kemkomdigi,kemkomdigi,0.0,0.0,0,0,,,,,,Non-Buzzer
aniblogsan52394,aniblogsan52394,aniblogsan52394,0.0,0.0,0,0,,,,,,Non-Buzzer
AkbarFahroby,AkbarFahroby,AkbarFahroby,0.0,0.0,0,0,,,,,,Non-Buzzer
emyr_za1,emyr_za1,emyr_za1,0.0,0.0,0,0,,,,,,Non-Buzzer
TanahUmbiJalar,TanahUmbiJalar,TanahUmbiJalar,0.0,0.0,0,0,,,,,,Non-Buzzer
iPoopBased,iPoopBased,iPoopBased,0.0,0.0,0,0,,,,,,Non-Buzzer
Gastra80099514,Gastra80099514,Gastra80099514,0.0,0.0,0,0,,,,,,Non-Buzzer
R35_AH47,R35_AH47,R35_AH47,0.0,0.0,0,0,,,,,,Non-Buzzer
mridho_17,mridho_17,mridho_17,0.0,0.0,0,0,,,,,,Non-Buzzer
rahmatnf,rahmatnf,rahmatnf,0.0,0.0,0,0,,,,,,Non-Buzzer
alsjournall,alsjournall,alsjournall,0.0,0.0,0,0,,,,,,Non-Buzzer
anon54980,anon54980,anon54980,0.0,0.0,0,0,,,,,,Non-Buzzer
awaasaurus,awaasaurus,awaasaurus,0.0,0.0,0,0,,,,,,Non-Buzzer
rich8606,rich8606,rich8606,0.0,0.0,0,0,,,,,,Non-Buzzer
ezash,ezash,ezash,0.0,0.0,0,0,,,,,,Non-Buzzer
livingcitysim,livingcitysim,livingcitysim,0.0,0.0,0,0,,,,,,Non-Buzzer
PlaymenID,PlaymenID,PlaymenID,0.0,0.0,0,0,,,,,,Non-Buzzer
haisayahaisa,haisayahaisa,haisayahaisa,0.0,0.0,0,0,,,,,,Non-Buzzer
maiemi51alt,maiemi51alt,maiemi51alt,0.0,0.0,0,0,,,,,,Non-Buzzer
safenetvoice,safenetvoice,safenetvoice,0.0,0.0,0,0,,,,,,Non-Buzzer
toshibatv_id,toshibatv_id,toshibatv_id,0.0,0.0,0,0,,,,,,Non-Buzzer
Diana0911097595,Diana0911097595,Diana0911097595,0.0,0.0,0,0,,,,,,Non-Buzzer
gacchand,gacchand,gacchand,0.0,0.0,0,0,,,,,,Non-Buzzer
Kemenkomdigi_id,Kemenkomdigi_id,Kemenkomdigi_id,0.0,0.0,0,0,,,,,,Non-Buzzer
gibran_tweet,gibran_tweet,gibran_tweet,0.0,0.0,0,0,,,,,,Non-Buzzer
AZulfajrin,AZulfajrin,AZulfajrin,0.0,0.0,0,0,,,,,,Non-Buzzer
BK_Satellite,BK_Satellite,BK_Satellite,0.0,0.0,0,0,,,,,,Non-Buzzer
WisnuKumoro,WisnuKumoro,WisnuKumoro,0.0,0.0,0,0,,,,,,Non-Buzzer
RosemaryFrie124,RosemaryFrie124,RosemaryFrie124,0.0,0.0,0,0,,,,,,Non-Buzzer
reruzensky,reruzensky,reruzensky,0.0,0.0,0,0,,,,,,Non-Buzzer
RanggaWidigda,RanggaWidigda,RanggaWidigda,0.0,0.0,0,0,,,,,,Non-Buzzer
junwatu,junwatu,junwatu,0.0,0.0,0,0,,,,,,Non-Buzzer
magicallovewrds,magicallovewrds,magicallovewrds,0.0,0.0,0,0,,,,,,Non-Buzzer
buruhdesyain,buruhdesyain,buruhdesyain,0.0,0.0,0,0,,,,,,Non-Buzzer
KariSharl,KariSharl,KariSharl,0.0,0.0,0,0,,,,,,Non-Buzzer
mediterariaa_,mediterariaa_,mediterariaa_,0.0,0.0,0,0,,,,,,Non-Buzzer
mmaryasir,mmaryasir,mmaryasir,0.0,0.0,0,0,,,,,,Non-Buzzer
viyushiwinko,viyushiwinko,viyushiwinko,0.0,0.0,0,0,,,,,,Non-Buzzer
rongrongarts,rongrongarts,rongrongarts,0.0,0.0,0,0,,,,,,Non-Buzzer
VRchama,VRchama,VRchama,0.0,0.0,0,0,,,,,,Non-Buzzer
therottenladyy,therottenladyy,therottenladyy,0.0,0.0,0,0,,,,,,Non-Buzzer
uknonjones,uknonjones,uknonjones,0.0,0.0,0,0,,,,,,Non-Buzzer
ElaineCelestia,ElaineCelestia,ElaineCelestia,0.0,0.0,0,0,,,,,,Non-Buzzer
dombajantanMU,dombajantanMU,dombajantanMU,0.0,0.0,0,0,,,,,,Non-Buzzer
AMAZlNGNATURE,AMAZlNGNATURE,AMAZlNGNATURE,0.0,0.0,0,0,,,,,,Non-Buzzer
memefess,memefess,memefess,0.0,0.0,0,0,,,,,,Non-Buzzer
Vulpeex,Vulpeex,Vulpeex,0.0,0.0,0,0,,,,,,Non-Buzzer
ChiyaChloe,ChiyaChloe,ChiyaChloe,0.0,0.0,0,0,,,,,,Non-Buzzer
hxg_diluc,hxg_diluc,hxg_diluc,0.0,0.0,0,0,,,,,,Non-Buzzer
LexEx73,LexEx73,LexEx73,0.0,0.0,0,0,,,,,,Non-Buzzer
Uzzzzz222,Uzzzzz222,Uzzzzz222,0.0,0.0,0,0,,,,,,Non-Buzzer
anamoelya,anamoelya,anamoelya,0.0,0.0,0,0,,,,,,Non-Buzzer
PHN316,PHN316,PHN316,0.0,0.0,0,0,,,,,,Non-Buzzer
soundofyaps,soundofyaps,soundofyaps,0.0,0.0,0,0,,,,,,Non-Buzzer
kulukuluez,kulukuluez,kulukuluez,0.0,0.0,0,0,,,,,,Non-Buzzer
katanyajoko,katanyajoko,katanyajoko,0.0,0.0,0,0,,,,,,Non-Buzzer
AADGPodcast,AADGPodcast,AADGPodcast,0.0,0.0,0,0,,,,,,Non-Buzzer
cqlumbina_,cqlumbina_,cqlumbina_,0.0,0.0,0,0,,,,,,Non-Buzzer
GenshinUniverse,GenshinUniverse,GenshinUniverse,0.0,0.0,0,0,,,,,,Non-Buzzer
lazy21,lazy21,lazy21,0.0,0.0,0,0,,,,,,Non-Buzzer
LambeResing,LambeResing,LambeResing,0.0,0.0,0,0,,,,,,Non-Buzzer
geppienon,geppienon,geppienon,0.0,0.0,0,0,,,,,,Non-Buzzer
bLxCoffee,bLxCoffee,bLxCoffee,0.0,0.0,0,0,,,,,,Non-Buzzer
hupgupta,hupgupta,hupgupta,0.0,0.0,0,0,,,,,,Non-Buzzer
dutampreg,dutampreg,dutampreg,0.0,0.0,0,0,,,,,,Non-Buzzer
sugondese6666,sugondese6666,sugondese6666,0.0,0.0,0,0,,,,,,Non-Buzzer
_AmandaBrownies,_AmandaBrownies,_AmandaBrownies,0.0,0.0,0,0,,,,,,Non-Buzzer
deezfezaa,deezfezaa,deezfezaa,0.0,0.0,0,0,,,,,,Non-Buzzer
bearnotber,bearnotber,bearnotber,0.0,0.0,0,0,,,,,,Non-Buzzer
HarrisCainee,HarrisCainee,HarrisCainee,0.0,0.0,0,0,,,,,,Non-Buzzer
Vyschl1,Vyschl1,Vyschl1,0.0,0.0,0,0,,,,,,Non-Buzzer
AlizarinBlue,AlizarinBlue,AlizarinBlue,0.0,0.0,0,0,,,,,,Non-Buzzer
urbanaiben,urbanaiben,urbanaiben,0.0,0.0,0,0,,,,,,Non-Buzzer
Syndarrr03,Syndarrr03,Syndarrr03,0.0,0.0,0,0,,,,,,Non-Buzzer
radityaris,radityaris,radityaris,0.0,0.0,0,0,,,,,,Non-Buzzer
MiskinTV_,MiskinTV_,MiskinTV_,0.0,0.0,0,0,,,,,,Non-Buzzer
UGM_FESS,UGM_FESS,UGM_FESS,0.0,0.0,0,0,,,,,,Non-Buzzer
KrowThornes,KrowThornes,KrowThornes,0.0,0.0,0,0,,,,,,Non-Buzzer
zidnyman,zidnyman,zidnyman,0.0,0.0,0,0,,,,,,Non-Buzzer
gagahmei,gagahmei,gagahmei,0.0,0.0,0,0,,,,,,Non-Buzzer
No1Real0,No1Real0,No1Real0,0.0,0.0,0,0,,,,,,Non-Buzzer
f1speed_indo,f1speed_indo,f1speed_indo,0.0,0.0,0,0,,,,,,Non-Buzzer
nurfaishal9,nurfaishal9,nurfaishal9,0.0,0.0,0,0,,,,,,Non-Buzzer
AimyuuNao,AimyuuNao,AimyuuNao,0.0,0.0,0,0,,,,,,Non-Buzzer
reynoldtyb,reynoldtyb,reynoldtyb,0.0,0.0,0,0,,,,,,Non-Buzzer
RWWReborn,RWWReborn,RWWReborn,0.0,0.0,0,0,,,,,,Non-Buzzer
Steam,Steam,Steam,0.0,0.0,0,0,,,,,,Non-Buzzer
TheGameVerse,TheGameVerse,TheGameVerse,0.0,0.0,0,0,,,,,,Non-Buzzer
Analyst_V2,Analyst_V2,Analyst_V2,0.0,0.0,0,0,,,,,,Non-Buzzer
onnowpurbo,onnowpurbo,onnowpurbo,0.0,0.0,0,0,,,,,,Non-Buzzer
ZonaKitten,ZonaKitten,ZonaKitten,0.0,0.0,0,0,,,,,,Non-Buzzer
vyyouna,vyyouna,vyyouna,0.0,0.0,0,0,,,,,,Non-Buzzer
ZhugeEX,ZhugeEX,ZhugeEX,0.0,0.0,0,0,,,,,,Non-Buzzer
Ervain2,Ervain2,Ervain2,0.0,0.0,0,0,,,,,,Non-Buzzer
Quinny_hrly,Quinny_hrly,Quinny_hrly,0.0,0.0,0,0,,,,,,Non-Buzzer
nadsthenut,nadsthenut,nadsthenut,0.0,0.0,0,0,,,,,,Non-Buzzer
cozywithnicky,cozywithnicky,cozywithnicky,0.0,0.0,0,0,,,,,,Non-Buzzer
alijaya,alijaya,alijaya,0.0,0.0,0,0,,,,,,Non-Buzzer
Gotoants,Gotoants,Gotoants,0.0,0.0,0,0,,,,,,Non-Buzzer
cebmerut,cebmerut,cebmerut,0.0,0.0,0,0,,,,,,Non-Buzzer
ItsukaRedSama,ItsukaRedSama,ItsukaRedSama,0.0,0.0,0,0,,,,,,Non-Buzzer
relltarded,relltarded,relltarded,0.0,0.0,0,0,,,,,,Non-Buzzer
zanatul_91,zanatul_91,zanatul_91,0.0,0.0,0,0,,,,,,Non-Buzzer
tempodotco,tempodotco,tempodotco,0.0,0.0,0,0,,,,,,Non-Buzzer
animetrends,animetrends,animetrends,0.0,0.0,0,0,,,,,,Non-Buzzer
kyohamaru,kyohamaru,kyohamaru,0.0,0.0,0,0,,,,,,Non-Buzzer
akudansibd93535,akudansibd93535,akudansibd93535,0.0,0.0,0,0,,,,,,Non-Buzzer
moulanapanji,moulanapanji,moulanapanji,0.0,0.0,0,0,,,,,,Non-Buzzer
TheMechaXDude,TheMechaXDude,TheMechaXDude,0.0,0.0,0,0,,,,,,Non-Buzzer
subtly8263,subtly8263,subtly8263,0.0,0.0,0,0,,,,,,Non-Buzzer
luckyn00bs,luckyn00bs,luckyn00bs,0.0,0.0,0,0,,,,,,Non-Buzzer
alterozas,alterozas,alterozas,0.0,0.0,0,0,,,,,,Non-Buzzer
ARSIPAJA,ARSIPAJA,ARSIPAJA,0.0,0.0,0,0,,,,,,Non-Buzzer
Kuroshka_id,Kuroshka_id,Kuroshka_id,0.0,0.0,0,0,,,,,,Non-Buzzer
emcd_io,emcd_io,emcd_io,0.0,0.0,0,0,,,,,,Non-Buzzer
GodotYT,GodotYT,GodotYT,0.0,0.0,0,0,,,,,,Non-Buzzer
som00in,som00in,som00in,0.0,0.0,0,0,,,,,,Non-Buzzer
patarnotstar,patarnotstar,patarnotstar,0.0,0.0,0,0,,,,,,Non-Buzzer
storieselk,storieselk,storieselk,0.0,0.0,0,0,,,,,,Non-Buzzer
Puspen_PKI,Puspen_PKI,Puspen_PKI,0.0,0.0,0,0,,,,,,Non-Buzzer
Kadrunbagsat,Kadrunbagsat,Kadrunbagsat,0.0,0.0,0,0,,,,,,Non-Buzzer
awarman06,awarman06,awarman06,0.0,0.0,0,0,,,,,,Non-Buzzer
RickFilmsTwo,RickFilmsTwo,RickFilmsTwo,0.0,0.0,0,0,,,,,,Non-Buzzer
txtdrgame,txtdrgame,txtdrgame,0.0,0.0,0,0,,,,,,Non-Buzzer
affectio_seeker,affectio_seeker,affectio_seeker,0.0,0.0,0,0,,,,,,Non-Buzzer
selalumautauu,selalumautauu,selalumautauu,0.0,0.0,0,0,,,,,,Non-Buzzer
RahmanSuwi6198,RahmanSuwi6198,RahmanSuwi6198,0.0,0.0,0,0,,,,,,Non-Buzzer
MoRifky,MoRifky,MoRifky,0.0,0.0,0,0,,,,,,Non-Buzzer
BosPurwa,BosPurwa,BosPurwa,0.0,0.0,0,0,,,,,,Non-Buzzer
royyannn,royyannn,royyannn,0.0,0.0,0,0,,,,,,Non-Buzzer
ankbwn,ankbwn,ankbwn,0.0,0.0,0,0,,,,,,Non-Buzzer
agarpac,agarpac,agarpac,0.0,0.0,0,0,,,,,,Non-Buzzer
rizki33new,rizki33new,rizki33new,0.0,0.0,0,0,,,,,,Non-Buzzer
thejjkimm,thejjkimm,thejjkimm,0.0,0.0,0,0,,,,,,Non-Buzzer
tanyakanrl,tanyakanrl,tanyakanrl,0.0,0.0,0,0,,,,,,Non-Buzzer
Alf90596480,Alf90596480,Alf90596480,0.0,0.0,0,0,,,,,,Non-Buzzer
72labs,72labs,72labs,0.0,0.0,0,0,,,,,,Non-Buzzer
elbrutico_555,elbrutico_555,elbrutico_555,0.0,0.0,0,0,,,,,,Non-Buzzer
sunsetJhesus,sunsetJhesus,sunsetJhesus,0.0,0.0,0,0,,,,,,Non-Buzzer
Rujakkks262598,Rujakkks262598,Rujakkks262598,0.0,0.0,0,0,,,,,,Non-Buzzer
XxEscAltF4,XxEscAltF4,XxEscAltF4,0.0,0.0,0,0,,,,,,Non-Buzzer
aniesbaswedan,aniesbaswedan,aniesbaswedan,0.0,0.0,0,0,,,,,,Non-Buzzer
