Id,Label,max_buzzer_prob,mean_buzzer_prob,n_tweets,n_buzzer_tweets,binary_label_gephi,sna_out_deg_max,sna_in_deg_max,content_dup_score_max,temporal_burst_score_max,in_degree,out_degree,degree_centrality,betweenness_centrality,closeness_centrality,pagerank,eigenvector_centrality
AlinGibroez,AlinGibroez,0.9979089498519897,0.9858288764953613,6,6,Buzzer,5.0,0.0,1.0,0.8333333333333334,0.0,5.0,0.08771929824561403,0.0,0.0,0.010576251904360826,0.00016700366286787798
Alizazaina94321,Alizazaina94321,0.9973331689834595,0.9834144711494446,6,6,Buzzer,5.0,0.0,0.5851,1.0,0.0,5.0,0.08771929824561403,0.0,0.0,0.010576251904360826,0.00016700366286787798
Alvaro734877,Alvaro734877,0.9966078996658325,0.9861946105957031,4,4,Buzzer,4.0,0.0,0.8778,1.0,0.0,4.0,0.07017543859649122,0.0,0.0,0.010576251904360826,0.00016700366286787798
AlxndrieJeremia,AlxndrieJeremia,0.001316266250796616,0.001316266250796616,1,0,Non-Buzzer,0.0,0.0,0.3162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andiiian,Andiiian,0.002260870998725295,0.002260870998725295,1,0,Non-Buzzer,0.0,0.0,0.266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AndiniPutr79305,AndiniPutr79305,0.007127297576516867,0.007127297576516867,1,0,Non-Buzzer,0.0,0.0,0.3866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andradeva001,Andradeva001,0.029332125559449196,0.029332125559449196,1,0,Non-Buzzer,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AneshMadyantara,AneshMadyantara,0.014544175006449223,0.008003918454051018,2,0,Non-Buzzer,1.0,0.0,0.7955,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelina_S_S,Angelina_S_S,0.002132419031113386,0.0021145010832697153,2,0,Non-Buzzer,0.0,0.0,0.4337,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnimindoNet,AnimindoNet,0.2875075340270996,0.14493319392204285,2,0,Non-Buzzer,0.0,0.0,0.4881,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AoOkami5,AoOkami5,0.002955146599560976,0.002955146599560976,1,0,Non-Buzzer,1.0,0.0,0.5225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apanjelio,Apanjelio,0.012306424789130688,0.012306424789130688,1,0,Non-Buzzer,0.0,0.0,0.4953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aprilia_wiji,Aprilia_wiji,0.001171005074866116,0.001171005074866116,1,0,Non-Buzzer,0.0,0.0,0.511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arachnic_,Arachnic_,0.003789003472775221,0.003789003472775221,1,0,Non-Buzzer,0.0,0.0,0.4199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arazoors,Arazoors,0.00911439023911953,0.00911439023911953,1,0,Non-Buzzer,1.0,0.0,0.6389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AriefPurs,AriefPurs,0.001510384026914835,0.001510384026914835,1,0,Non-Buzzer,0.0,0.0,0.2514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arii765,Arii765,0.0043267253786325455,0.0029212525114417076,2,0,Non-Buzzer,1.0,2.0,0.413,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkanwoilah,Arkanwoilah,0.04003145918250084,0.04003145918250084,1,0,Non-Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asep_Shelby,Asep_Shelby,0.002292499179020524,0.002292499179020524,1,0,Non-Buzzer,1.0,0.0,0.2976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AsthiSagitta,AsthiSagitta,0.018536429852247238,0.018536429852247238,1,0,Non-Buzzer,0.0,0.0,0.4491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AthallahriqMS,AthallahriqMS,0.0025077322497963905,0.0025077322497963905,1,0,Non-Buzzer,1.0,1.0,0.6157,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AtsuMaru_o7,AtsuMaru_o7,0.0011358524207025766,0.0011358524207025766,1,0,Non-Buzzer,0.0,0.0,0.6987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AudhikaH68309,AudhikaH68309,0.0008459995733574033,0.0008459995733574033,1,0,Non-Buzzer,0.0,0.0,0.2657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AzaelKyoukoCh,AzaelKyoukoCh,0.004108828958123922,0.004108828958123922,1,0,Non-Buzzer,0.0,0.0,0.4447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagus_Media7,Bagus_Media7,0.9773518443107605,0.5730338096618652,2,1,Buzzer,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baliho821,Baliho821,0.8856715559959412,0.8856715559959412,1,1,Buzzer,1.0,0.0,0.3557,1.0,0.0,1.0,0.017543859649122806,0.0,0.0,0.010576251904360826,0.00016700366286787798
Bambang65635601,Bambang65635601,0.9724962711334229,0.9724962711334229,1,1,Buzzer,0.0,0.0,0.5986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barri_2410,Barri_2410,0.013679636642336845,0.013679636642336845,1,0,Non-Buzzer,1.0,0.0,0.4697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BatasAir,BatasAir,0.002651258371770382,0.002651258371770382,1,0,Non-Buzzer,1.0,0.0,0.8368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BauPity70gBalik,BauPity70gBalik,0.001532824942842126,0.001532824942842126,1,0,Non-Buzzer,0.0,0.0,0.4137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bbiyaku,Bbiyaku,0.996589183807373,0.996589183807373,1,1,Buzzer,0.0,0.0,0.6551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beckerzine,Beckerzine,0.0016318844864144921,0.0016318844864144921,1,0,Non-Buzzer,1.0,0.0,0.4041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BerhakProtes,BerhakProtes,0.0007979353540576994,0.0007979353540576994,1,0,Non-Buzzer,0.0,0.0,0.3274,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Betspr,Betspr,0.001161975902505219,0.001161975902505219,1,0,Non-Buzzer,0.0,0.0,0.5624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BigABust7,BigABust7,0.0016313601518049836,0.0016313601518049836,1,0,Non-Buzzer,0.0,0.0,0.3572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BoGameDo,BoGameDo,0.0024798738304525614,0.0024798738304525614,1,0,Non-Buzzer,0.0,0.0,0.3607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BosRQ_,BosRQ_,0.8858451247215271,0.47131022810935974,3,1,Buzzer,0.0,0.0,0.5364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bram_no3,Bram_no3,0.05283645913004875,0.021713251248002052,3,0,Non-Buzzer,3.0,5.0,0.7044,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BriantAditya,BriantAditya,0.004299275577068329,0.004299275577068329,1,0,Non-Buzzer,0.0,0.0,0.4638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BudiBukanIntel,BudiBukanIntel,0.008347765542566776,0.008347765542566776,1,0,Non-Buzzer,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BukanKennyG,BukanKennyG,0.0016271447530016303,0.0016271447530016303,1,0,Non-Buzzer,0.0,0.0,0.3011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BurningCoffee0,BurningCoffee0,0.04453656077384949,0.028283679857850075,3,0,Non-Buzzer,3.0,1.0,0.5678,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BusterBorrr,BusterBorrr,0.0008866881253197789,0.0008866881253197789,1,0,Non-Buzzer,0.0,0.0,0.4033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDWolfReal,CDWolfReal,0.0026688524521887302,0.0026688524521887302,1,0,Non-Buzzer,1.0,0.0,0.4756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNNIndonesia,CNNIndonesia,0.4321346879005432,0.4321346879005432,1,0,Non-Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cak_Alail,Cak_Alail,0.00126094208098948,0.00126094208098948,1,0,Non-Buzzer,0.0,0.0,0.4223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CakraKjaerbye,CakraKjaerbye,0.004913353826850653,0.002931383205577731,2,0,Non-Buzzer,0.0,0.0,0.4475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameliatty,Cameliatty,0.0014309597900137305,0.0014309597900137305,1,0,Non-Buzzer,1.0,0.0,0.3449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capt_Gizmodon,Capt_Gizmodon,0.003496869234368205,0.003496869234368205,1,0,Non-Buzzer,1.0,0.0,0.2676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CekrekPaklek,CekrekPaklek,0.0009409496560692787,0.0009409496560692787,1,0,Non-Buzzer,1.0,0.0,0.4094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chichi_X_Mune,Chichi_X_Mune,0.001290882588364184,0.001290882588364184,1,0,Non-Buzzer,0.0,0.0,0.3544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ChouSenka,ChouSenka,0.10269331932067871,0.10269331932067871,1,0,Non-Buzzer,1.0,3.0,0.4437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christyandi_R,Christyandi_R,0.0017000812804326415,0.0017000812804326415,1,0,Non-Buzzer,1.0,1.0,0.3528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claey_simpuru,Claey_simpuru,0.004338217433542013,0.004338217433542013,1,0,Non-Buzzer,1.0,0.0,0.2807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio_sigit,Claudio_sigit,0.0021883691661059856,0.0021883691661059856,1,0,Non-Buzzer,1.0,0.0,0.7352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CorySakti28011,CorySakti28011,0.0011277447920292616,0.0011277447920292616,1,0,Non-Buzzer,0.0,1.0,0.5678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CuntofMadrid,CuntofMadrid,0.012767148204147816,0.010338042862713337,2,0,Non-Buzzer,1.0,0.0,0.6987,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyanbluuu_,Cyanbluuu_,0.0008857601787894964,0.0008857601787894964,1,0,Non-Buzzer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyanpile007,Cyanpile007,0.0011277447920292616,0.0011277447920292616,1,0,Non-Buzzer,0.0,0.0,0.5653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyclops_Ray,Cyclops_Ray,0.005696217063814402,0.004071615636348724,3,0,Non-Buzzer,2.0,0.0,0.511,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPanglewai15679,DPanglewai15679,0.0016535004833713174,0.0016535004833713174,1,0,Non-Buzzer,1.0,0.0,0.2856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DViolett_,DViolett_,0.026273367926478386,0.02260606735944748,2,0,Non-Buzzer,0.0,0.0,0.5888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadangsutrisn0,Dadangsutrisn0,0.9878655076026917,0.4962465763092041,2,1,Buzzer,2.0,0.0,0.4847,1.0,0.0,1.0,0.017543859649122806,0.0,0.0,0.010576251904360826,0.00016700366286787798
DaniSplatKing,DaniSplatKing,0.07570312172174454,0.04006192833185196,5,0,Non-Buzzer,3.0,0.0,0.3753,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DaunBawang17,DaunBawang17,0.013247196562588215,0.013247196562588215,1,0,Non-Buzzer,1.0,0.0,0.4605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DazzZulia,DazzZulia,0.9960880279541016,0.7374567985534668,4,3,Buzzer,3.0,0.0,0.783,0.5,0.0,2.0,0.03508771929824561,0.0,0.0,0.010576251904360826,0.00016700366286787798
Deewwiiiii,Deewwiiiii,0.9978387951850891,0.8848347663879395,10,9,Buzzer,9.0,0.0,1.0,0.7,0.0,8.0,0.14035087719298245,0.0,0.0,0.010576251904360826,0.00016700366286787798
Delazdukedom,Delazdukedom,0.0018232412403449416,0.0018232412403449416,1,0,Non-Buzzer,1.0,0.0,0.3182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DimasRamdhan_,DimasRamdhan_,0.0023273949045687914,0.0023273949045687914,1,0,Non-Buzzer,0.0,1.0,0.2764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DinaPur468,DinaPur468,0.9808551669120789,0.9072771072387695,2,1,Buzzer,1.0,0.0,0.6324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DokoMadeMo,DokoMadeMo,0.9307681918144226,0.9307681918144226,1,1,Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DokutahLianSyah,DokutahLianSyah,0.19018948078155518,0.045026086270809174,5,0,Non-Buzzer,2.0,0.0,0.8302,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duren___,Duren___,0.0016357945278286934,0.0016357945278286934,1,0,Non-Buzzer,0.0,0.0,0.4619,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Echwazz,Echwazz,0.0007972277817316353,0.0007972277817316353,1,0,Non-Buzzer,0.0,0.0,0.3063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ekokucayy,Ekokucayy,0.0013149625156074762,0.0013149625156074762,1,0,Non-Buzzer,1.0,0.0,0.5972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EliasSanSan,EliasSanSan,0.010008461773395538,0.007053945679217577,6,0,Non-Buzzer,1.0,1.0,0.3772,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EmbyGarvail,EmbyGarvail,0.006514553911983967,0.006514553911983967,1,0,Non-Buzzer,0.0,0.0,0.4278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EmilleMaiki,EmilleMaiki,0.0011975020170211792,0.0011975020170211792,1,0,Non-Buzzer,0.0,0.0,0.3395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmeliachr59881,Emmeliachr59881,0.9914087653160095,0.9388453960418701,2,2,Buzzer,1.0,0.0,0.6666,0.5,0.0,1.0,0.017543859649122806,0.0,0.0,0.010576251904360826,0.00016700366286787798
EmpireTimu23003,EmpireTimu23003,0.0008674745331518352,0.0008674745331518352,1,0,Non-Buzzer,1.0,0.0,0.2462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EndiD21883,EndiD21883,0.9979144930839539,0.993810772895813,2,2,Buzzer,1.0,0.0,0.7017,1.0,0.0,1.0,0.017543859649122806,0.0,0.0,0.010576251904360826,0.00016700366286787798
ErvinBalboa089,ErvinBalboa089,0.03523581475019455,0.03523581475019455,1,0,Non-Buzzer,1.0,0.0,0.4898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EulaSimp69,EulaSimp69,0.008300640620291233,0.008300640620291233,1,0,Non-Buzzer,1.0,0.0,0.4332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EvyNurlaili,EvyNurlaili,0.9113509058952332,0.9113509058952332,1,1,Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Excyde_,Excyde_,0.012196039780974388,0.006682816427201033,2,0,Non-Buzzer,2.0,0.0,0.3316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Extra7399,Extra7399,0.9872465133666992,0.9872465133666992,1,1,Buzzer,0.0,0.0,0.604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKRSM_,FKRSM_,0.022139742970466614,0.022139742970466614,1,0,Non-Buzzer,0.0,0.0,0.4762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FaeezEmpire,FaeezEmpire,0.022087015211582184,0.012571563944220543,2,0,Non-Buzzer,1.0,0.0,0.6978,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FahrezaMahendr,FahrezaMahendr,0.01213112473487854,0.01213112473487854,1,0,Non-Buzzer,1.0,0.0,0.6335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FareyDonch501,FareyDonch501,0.008803782984614372,0.008803782984614372,1,0,Non-Buzzer,1.0,0.0,0.502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FarrelFranqois,FarrelFranqois,0.0018358572851866484,0.0018358572851866484,1,0,Non-Buzzer,1.0,0.0,0.2417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fatiyazean,Fatiyazean,0.9968966245651245,0.6648826003074646,3,2,Buzzer,2.0,0.0,0.7423,0.6666666666666666,0.0,1.0,0.017543859649122806,0.0,0.0,0.010576251904360826,0.00016700366286787798
Ferdians789,Ferdians789,0.0036414912901818752,0.0036414912901818752,1,0,Non-Buzzer,0.0,0.0,0.282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FilekRhino45516,FilekRhino45516,0.6158434152603149,0.6158434152603149,1,0,Non-Buzzer,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmandanny,Firmandanny,0.003975017461925745,0.003975017461925745,1,0,Non-Buzzer,0.0,0.0,0.3184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FitriyaniT15600,FitriyaniT15600,0.9947182536125183,0.9947182536125183,1,1,Buzzer,0.0,0.0,0.4592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florestone16736,Florestone16736,0.9930481314659119,0.8768974542617798,2,1,Buzzer,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FlwrmnShiragiku,FlwrmnShiragiku,0.03148170933127403,0.03148170933127403,1,0,Non-Buzzer,0.0,0.0,0.4715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOALIATHH,GOALIATHH,0.0011966684833168983,0.0011966684833168983,1,0,Non-Buzzer,1.0,0.0,0.3012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GamerwkID,GamerwkID,0.009294597432017326,0.009294597432017326,1,0,Non-Buzzer,0.0,0.0,0.431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GemaShowIndo,GemaShowIndo,0.0020564054138958454,0.0016391804674640298,3,0,Non-Buzzer,1.0,4.0,0.456,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GhamerXYZ,GhamerXYZ,0.004093583207577467,0.004093583207577467,1,0,Non-Buzzer,1.0,0.0,0.4715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GhaneshRM,GhaneshRM,0.013659629970788956,0.013659629970788956,1,0,Non-Buzzer,1.0,0.0,0.6229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gif_Said,Gif_Said,0.004182418808341026,0.0026875550393015146,2,0,Non-Buzzer,0.0,0.0,0.3336,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ginanadia67421,Ginanadia67421,0.9988254904747009,0.9685069918632507,4,4,Buzzer,3.0,0.0,0.7017,0.75,0.0,3.0,0.05263157894736842,0.0,0.0,0.010576251904360826,0.00016700366286787798
Giskaelvina,Giskaelvina,0.989859402179718,0.973206102848053,3,3,Buzzer,2.0,0.0,1.0,0.6666666666666666,0.0,2.0,0.03508771929824561,0.0,0.0,0.010576251904360826,0.00016700366286787798
GlazedLight,GlazedLight,0.0029188180342316628,0.0029188180342316628,1,0,Non-Buzzer,0.0,0.0,0.3746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GojoIrengg,GojoIrengg,0.032281212508678436,0.032281212508678436,1,0,Non-Buzzer,1.0,0.0,0.5657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greywing20,Greywing20,0.006400639656931162,0.006400639656931162,1,0,Non-Buzzer,1.0,0.0,0.5446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4ydon,H4ydon,0.002680400386452675,0.0019317310070618987,2,0,Non-Buzzer,0.0,0.0,0.2937,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HGrezex,HGrezex,0.002288596937432885,0.002288596937432885,1,0,Non-Buzzer,1.0,0.0,0.3087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSBITTA,HSBITTA,0.6223242282867432,0.6223242282867432,2,0,Non-Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HaYoYo86,HaYoYo86,0.027157751843333244,0.027157751843333244,1,0,Non-Buzzer,0.0,0.0,0.2681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HabibiFuad,HabibiFuad,0.002313842298462987,0.002313842298462987,1,0,Non-Buzzer,0.0,0.0,0.3403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HaniB1220,HaniB1220,0.008181348443031311,0.008181348443031311,1,0,Non-Buzzer,0.0,0.0,0.6019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HarishChengaiah,HarishChengaiah,0.0014870959566906095,0.0014870959566906095,1,0,Non-Buzzer,1.0,0.0,0.367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harurowrr,Harurowrr,0.4651711583137512,0.4651711583137512,1,0,Non-Buzzer,1.0,0.0,0.4633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hay_yatto9,Hay_yatto9,0.0025735581293702126,0.0025735581293702126,1,0,Non-Buzzer,0.0,0.0,0.3537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hey_Ivan,Hey_Ivan,0.001906523946672678,0.001906523946672678,1,0,Non-Buzzer,0.0,0.0,0.3546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HilalBilal,HilalBilal,0.0015881116269156337,0.0015881116269156337,1,0,Non-Buzzer,1.0,0.0,0.3201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HlfBloodPr1nce,HlfBloodPr1nce,0.0025540227070450783,0.0025540227070450783,1,0,Non-Buzzer,0.0,0.0,0.3282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HollowMelody_1,HollowMelody_1,0.006604217924177647,0.006604217924177647,1,0,Non-Buzzer,0.0,0.0,0.4882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Homuboil7,Homuboil7,0.007213868200778961,0.007213868200778961,1,0,Non-Buzzer,1.0,0.0,0.4506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoomanine,Hoomanine,0.001785190892405808,0.001785190892405808,1,0,Non-Buzzer,0.0,0.0,0.3588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Howie3D,Howie3D,0.3163614869117737,0.1677011400461197,2,0,Non-Buzzer,0.0,0.0,0.4457,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBigbal,IBigbal,0.00158329913392663,0.00158329913392663,1,0,Non-Buzzer,0.0,0.0,0.4597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKKIttebayo,IKKIttebayo,0.0026772664859890938,0.0026772664859890938,1,0,Non-Buzzer,1.0,0.0,0.4788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iezhar7th,Iezhar7th,0.0009872640948742628,0.0009872640948742628,1,0,Non-Buzzer,0.0,0.0,0.3703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilhammlnn_,Ilhammlnn_,0.0011330314446240664,0.0011330314446240664,1,0,Non-Buzzer,0.0,0.0,0.776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inara234,Inara234,0.9113509058952332,0.9113509058952332,1,1,Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indie_S_Orilly,Indie_S_Orilly,0.06884225457906723,0.025198133662343025,4,0,Non-Buzzer,3.0,2.0,0.3871,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InfoPublikIP,InfoPublikIP,0.9823503494262695,0.49247050285339355,2,1,Buzzer,0.0,0.0,0.5549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IntanAyuArimbi,IntanAyuArimbi,0.0009921484161168337,0.0009921484161168337,1,0,Non-Buzzer,0.0,0.0,0.4169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Internetsurver,Internetsurver,0.004716385621577501,0.004716385621577501,1,0,Non-Buzzer,1.0,0.0,0.432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ioroiisme,Ioroiisme,0.0029819966293871403,0.002014588098973036,2,0,Non-Buzzer,0.0,0.0,0.2907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IraAsri325610,IraAsri325610,0.9833300709724426,0.49247974157333374,2,1,Buzzer,1.0,0.0,0.5658,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IriandiBudyanto,IriandiBudyanto,0.001215521595440805,0.001215521595440805,1,0,Non-Buzzer,0.0,0.0,0.6592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ItsmeMauwi,ItsmeMauwi,0.0015303334221243858,0.0015303334221243858,1,0,Non-Buzzer,1.0,0.0,0.3186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IwanMuhRidwan,IwanMuhRidwan,0.0029123041313141584,0.0029123041313141584,1,0,Non-Buzzer,1.0,0.0,0.7671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IzumoSarut7893,IzumoSarut7893,0.012555629014968872,0.012555629014968872,1,0,Non-Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JackieNoboru,JackieNoboru,0.0012854039669036865,0.0012854039669036865,1,0,Non-Buzzer,1.0,0.0,0.6607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JancokAsu893230,JancokAsu893230,0.9987393021583557,0.99258953332901,6,6,Buzzer,5.0,0.0,1.0,0.8333333333333334,0.0,5.0,0.08771929824561403,0.0,0.0,0.010576251904360826,0.00016700366286787798
JauzaaATahar,JauzaaATahar,0.0009379431139677763,0.0009379431139677763,1,0,Non-Buzzer,0.0,0.0,0.2792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jiraz13,Jiraz13,0.004176211077719927,0.004176211077719927,1,0,Non-Buzzer,1.0,0.0,0.6229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEMO_HUNZ,KEMO_HUNZ,0.01552488375455141,0.009198370389640331,2,0,Non-Buzzer,2.0,0.0,0.2794,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEVINNGW808,KEVINNGW808,0.013789896853268147,0.013789896853268147,1,0,Non-Buzzer,0.0,0.0,0.4446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRathalos97,KRathalos97,0.019735457375645638,0.019735457375645638,1,0,Non-Buzzer,1.0,0.0,0.3983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
